study_id,deduplication_status,citation_screening_status,fulltext_screening_status,data_extraction_screening_status,data_source_type,data_source_name,data_source_url,citation_title,citation_abstract,citation_authors,citation_journal_name,citation_journal_volume,citation_pub_year,citation_keywords,fulltext_filename,fulltext_exclude_reasons
198151,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Soil Health Indicators as Affected by Long-term Application of Farm Manure and Cropping Patterns under Semi-arid Climates,"Intensive agriculture in South Asia has resulted in soil degradation and loss of crop production potential. Soil health is a key factor in crop production and the new emphasis on sustainable agriculture has generated interest in the optimization of all aspects of soil functioning - physical, chemical and biological. The objective of this study was to use a set of soil health indicators to measure the effects of farm manure (FM) application and cropping pattern on Pakistan soils. For this study five cropping systems, i.e. cotton-wheat (CW), maize-wheat (MW), rice-wheat (RW), sugarcane-wheat (SW) and vegetable-vegetable (V-V), both, manured and non-manured were selected from each cropping zones of Pakistan. Samples collected were analyzed for soil health indicators including soil bulk density, available water capacity (AWC), aggregate stability (WSA), macro porosity, organic matter (OM), soil active carbon (ActC), potentially mineralizable nitrogen (PMN), P, K, Zn, Ca, S, CEC and pH. Manured plots had significantly higher levels of OM (28%), ActC (43%), PMN (92%), AWC (24%), and macro porosity (19%) and significantly lower bulk density (5%) than non-manured plots. Among cropping systems highest values were found in SW, MW and SW compared to RW, with higher values in the former systems for WSA (243%), AWC (16%) and macro-porosity (39%). This clearly gave indication of the deteriorative effect of puddling in rice cultivation. Higher values were observed in MW, RW, CW with higher OM (36%), active carbon (ActC, 33.6%) and PMN (731%) compared to CW and VV. Only S and Mg were significantly higher in manured plots while pH, CEC, NO3-N, P, K, Zn and Ca were statistically not different in manured fields. Results of this study conclude that long-term manure applications improve soil quality, while puddling, especially in rice cultivation, exhibits maximum damage to soil physical quality indicators. (C) 2014 Friends Science Publishers","Anwar-ul-Hassan; Iqbal, Muhammad; Moebius-Clune, Bianca N.; Schindelbeck, R. R.; van Es, Harold M.",,16,2014,,,
198152,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,"Tillage System and Cover Crop Effects on Soil Quality: I. Chemical, Mechanical, and Biological Properties","Optimal use of management systems including tillage and winter cover crops is recommended to improve soil quality and sustain agricultural production. The effects on soil properties of three tillage systems (as main plot) including direct drilling (D), harrowing to a depth of 8 to 10 cm (H), and moldboard plowing (MP) with and without a cover crop were evaluated in a long-term experiment on a sandy loam soil in Denmark. Chemical, physical, and biological soil properties were measured in the spring of 2012. The field measurements included mean weight diameter (MWD) after the drop-shatter test, penetration resistance, and visual evaluation of soil structure (VESS). In the laboratory, aggregate strength, water-stable aggregates (WSA), and clay dispersibility were measured. The analyzed chemical and biological properties included soil organic C (SOC), total N, microbial biomass C, labile P and K, and pH. Reduced tillage (D and H) resulted in a stratification of the chemical properties within the 0- to 20-cm topsoil layer but a uniform distribution for MP. There was an accumulation of SOC, total N, and labile P and K and reduced pH in the 0- to 10-cm layer. Reduced tillage increased soil strength in terms of greater MWD, VESS, WSA, aggregate tensile strength, and rupture energy. Five years of using a cover crop alleviated plow pan compaction at the 20- to 40-cm depth by reducing penetration resistance. A significant interaction between tillage and cover crop treatments indicated the potential benefit of using a combination of cover crops and direct drilling to produce a better soil friability. The usefulness of the VESS method for soil structural evaluation was supported by the high positive correlation of MWD with VESS scores.","Abdollahi, Lotfollah; Munkholm, Lars J.",,78,2014,,,
198156,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Strong legacy of agricultural land use on soils and understory plant communities in longleaf pine woodlands,"Post-agricultural ecosystems are increasingly prevalent in contemporary landscapes. Understanding the ecological impacts of agricultural legacies, which may last for decades to millennia following agricultural abandonment, is critical for interpreting contemporary patterns of biodiversity and for informing strategies for the restoration of post-agricultural ecosystems. However, the study of agricultural legacies is complicated by non-random land-use decisions: areas selected for agriculture commonly differ from non-agricultural areas in ways that may confound interpretation of agricultural legacies (e.g., agricultural areas may have more productive soils). We evaluated legacies of tillage agriculture in longleaf pine (Pinus palustris) woodlands of the Southeastern United States, using a paired-plot study design (n = 29 paired remnant and post-agricultural woodlands) to minimize the confounding influence of non-random past land-use decisions. Agricultural legacies were prevalent, but not due to differences in the types of sites selected for agriculture. Nearly 60 years after agricultural abandonment and afforestation, numerous soil attributes (i.e., N, P, organic matter, soil water holding capacity) remain altered in post-agricultural woodlands, relative to adjacent remnants. Overstory tree abundance and understory plant species richness were similar in remnant and post-agricultural woodlands, but we found a pronounced agricultural legacy on over- and understory plant community composition. Understory compositional differences were striking, particularly given the proximity of post-agricultural woodlands to immediately adjacent remnant source populations and the time (>50 years) for source populations to spread. This difference in understory community composition could be caused by the persistent environmental differences we observed or by dispersal limitation, as evidenced by greater species richness in post-agricultural sites with greater historical landscape connectivity. We suggest that future experimental work will further assist in a mechanistic understanding of how agricultural legacies impede understory plant recovery and that this understanding will benefit the formulation of strategies for the restoration of post-agricultural longleaf pine woodlands and other forested systems. (C) 2013 Elsevier B.V. All rights reserved.","Brudvig, Lars A.; Grman, Emily; Habeck, Christopher W.; Ledvina, Joseph A.; Orrock, John L.",,310,2013,,,
198158,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Evaluation of two methods of soil quality assessment as influenced by slash and burn in tropical rainforest ecology of Nigeria,"The sustainability of slash-and-burn agriculture for sustainable crop production has been a subject of controversy. The objective of this study was to quantify the effect of slash and burn on soil quality. Two sites, Ibadan (7 degrees 23 N; 3 degrees 51 E) and Akure (7 degrees 17 N; 5 degrees 14 E), within the tropical rainforest of Nigeria were selected for the study. Burnt and unburnt soils were cropped with maize, melon, and cowpea (in sole and intercrops). Soil and earthworm cast samples were collected and analyzed for physical, chemical, and biological indicators. Integration into soil processes and quality indices involved the transformation of analyzed indicators using Soil Management Assessment Framework (SMAF) and Multiple Variable Indicator Transform (MVIT) techniques. Organic matter, water-stable aggregates, pH, cation exchange capacity, macroporosity, and water infiltration were reduced after burning in both sites. Active carbon and potentially mineralizable nitrogen increased after burning at Ibadan but decreased after burning at Akure. Soil quality decreased after burning by a range of 11.3-24.8% using SMAF and MVIT, respectively, although only MVIT showed significant differences (p0.05). Test crops increased in yields on burnt soils due to prompt release of nutrients to the crops; the benefit was dwarfed by the adverse effects of burning on soil quality indices.","Adelana, Ayodele Olumide; Adeyolanu, Olateju Dolapo; Are, Kayode Steven; Ayoola, Olukemi Titilola; Oluwatosin, Gabriel Akinboye",,59,2013,,,
198160,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Physical properties of an distroferric Red Nitosol depending on the use and management systems,"The soil is a mainstay of agricultural production, and its behavior governed by a complex set of physical, chemical and biological processes. The aim of this study was to evaluate the changes in the physical attributes of a distroferric Red Nitosol under different managements in the Faculty of Agricultural Sciences - UNESP, Botucatu, Sao Paulo, Brazil. The experimental design was completely randomized with six replications, in three diferent areas, an area with native forest, an area with conventional soil tillage and an area with no soil tillage. The organic matter, natural clay, total porosity, macroporosity, bulk density, penetration resistance and the mean diameter of the aggregates were determined. The conventional tillage had the lowest concentrations of organic matter in the layer up to 0,2 m. For penetration resistance, no differences among treatments were observed. For the five depths of conventional tillage, higher density and natural clay content were observed, compared to other systems. The conventional tillage treatments differed from the others for the mean diameter, total porosity and macroporosity, as it had the lowest values of these attributes.","Ballarin, Adriano W.; Goncalves, Fernanda C.; Guerra, Saulo P. S.; Lancas, Kleber P.; Marasca, Indiamara; Moraes, Maria H.",,17,2013,,,
198162,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Consequences on macroporosity and bacterial diversity of adopting a no-tillage farming system in a clayish soil of Central Italy,"Conservation agricultural practices, such as no-tillage, crops rotation and balanced fertilization are increasingly adopted for maintaining soil fertility, improving crops health and reducing soil erosion. The aim of this study was to evaluate the effects of the long-term adoption of contrasting tillage (no-tillage or conventional tillage) and N-fertilization (0 or 90 kg/ha N) practices on soil porosity and active bacterial communities in cropping system plots (sunflower wheat or maize wheat rotation) established on a clayish soil and under Mediterranean climate. Soil porosity was evaluated by micromorphological observations of soil thin sections. The composition and structure of the active bacterial communities were estimated by a culture-independent approach (reverse transcription polymerase chain reaction denaturing gradient gel electrophoresis, RT-PCR-DGGE) exploiting the 16S rRNA of bacteria and nirK, nirS and nosZ transcripts of denitrifiers. Finally, canonical correspondence analysis (CCA) was used to correlate microbial data with soil physical and chemical characteristics. When repeated for a long period, no-tillage has significantly increased soil compaction compared to the conventional tilled soil. Soil compaction was likely responsible for creating a selective environment for active bacterial species. On the other hand, tillage favoured the richness and diversity of active soil bacteria by increasing the rate of diffusion of 02 and the energy sources availability. A wide variability of active nirK denitrifiers was found in each soil management, while nirS denitrifiers were more closely related to lower porosity conditions. N fertilizer management seemed to affect mainly the active nosZ denitrifiers. Our results suggested that conservation tillage practices on heavy clayish soils are not free of relevant side effects on soil porosity and bacterial soil communities. (C) 2013 Elsevier Ltd. All rights reserved.","Landi, Silvia; Orsini, Roberto; Pagliai, Marcello; Pastorelli, Roberta; Piccolo, Raimondo; Roggero, Pier Paolo; Seddaiu, Giovanna; Vignozzi, Nadia",,66,2013,,,
198163,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Can occurrence of soil hydrophobicity promote the increase of aggregates stability?,"The soil hydrophobicity can be understood as soil water repellency or difficulty in wetness. This phenomenon is associated with the covering soil particles and hydrophobic organic compounds reducing the soil sorptivity and hence infiltration of water. The objectives of this study were to determine the level of hydrophobicity in the soil and assess its relationship with resistance and size distribution of water stable aggregates, particle size distribution and organic matter content of different soils in southern Brazil. Undisturbed soil samples were collected in different soil layers, 0-5, 5-10 and 10-20 cm, to determine soil sorptivity, geometric mean diameter and aggregate stability index while granulometric composition and organic matter content were determined using disturbed soil samples. The sorptivity test was conducted using a tension micro-infiltrometer, with two different liquids, distilled water and ethanol (95% v/v). The proportions of sand, silt and clay did not correlate significantly with the occurrence of hydrophobicity. In the hydrophobic soils, hydrophobicity index is directly associated with high organic matter contents and did not correlate with the particle size distribution. For the hydrophobic aggregates, cohesive forces between the particles acted for long period as a result of slow wetting, which led to an increase in geometric mean diameter, stability index of water stable aggregates and consequently greater resistance to the disintegrating actions of associated agents. (c) 2013 Elsevier B.V. All rights reserved.","Awe, G. O.; Mataix-Solera, J.; Prevedello, J.; Reichert, J. M.; Vogelmann, E. S.",,110,2013,,,
198164,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Soil aggregate stability increase is strongly related to fungal community succession along an abandoned agricultural field chronosequence in the Bolivian Altiplano,"Soil aggregate stability is an important ecosystem property which deteriorates overtime due to agricultural practices. The cessation of cultivation allows the potential recovery of soil aggregate binding agents such as soil micro-organisms and biochemical properties. Consequently, an increase in soil aggregate stability is expected. However, this outcome is difficult to predict because the response of each individual soil component and its contribution to soil stability varies. This study utilized a chronosequence of 12 ex-arable fields in the Bolivian Altiplano, representing six soil ages of abandonment after cessation of potato cultivation, to examine whether soil aggregate stability increases after abandonment and the extent to which changes in soil bacterial and fungal community composition and soil chemical properties are involved in stability recovery. Fields with the longest time since disturbance (15 and 20 years) have a greater proportion of water-stable aggregates than more recently abandoned fields (1 and 3 years) and exhibit larger differences in bacterial and fungal composition. Total N, NH4+, C and organic matter also increased with time since the last intensive agricultural practice. Water-stable aggregates were strongly correlated with soil fungal community composition. Analysis of covariance is also consistent with the soil fungal community being an important mediator of the recovery of aggregate stability. Synthesis and applications. Soil aggregate stability increased by 50% over the 20 years following disturbance. This recovery was associated with shifts in soil fungal community composition, as is consistent with fungal mediation of this recovery. Land management strategies focusing on restoration of the soil fungal community may enhance soil aggregate stability, a key aspect for soil conservation, restoration, sustainability of agroecosystems and erosion prevention.","Bever, James D.; Bontti, Eliana; Duchicela, Jessica; Sullivan, Tarah S.",,50,2013,,,
198165,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,THE EFFECT OF INTRINSIC SOIL PROPERTIES ON SOIL QUALITY ASSESSMENTS,"The assessment of soil quality is based on indicators and indices derived from soil properties. However, intrinsic soil properties may interfere with other soil properties that vary under different land uses and are used to calculate the indices. The aim of this study was to assess the extent to which intrinsic soil properties (clay and iron oxide contents) explain variable soil properties (sum of bases, potential acidity, organic carbon, total porosity, and bulk density) under different land uses (native forest, no-tillage and conventional agriculture) on small family farms in Southern Brazil. The results showed that the five properties evaluated can be included in soil quality assessments and are not influenced by the clay and iron oxide contents. It was concluded that for little weathered 1: 1 and 2: 1 phyllosilicate rich-soils, if the difference between the maximum and the minimum clay content under the different land uses is less than about 200 g kg(-1) and the iron oxide content less than about 15 g kg(-1), the physico-chemical soil properties in the surface layer are determined mostly by the land use.","Dick, Deborah Pinheiro; Diniz Dalmolin, Ricardo Simao; Miguel, Pablo; Samuel-Rosa, Alessandro; Zalamena, Jovani",,37,2013,,,
198166,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Aggregate Carbon Pools after 13 Years of Integrated Crop-Livestock Management in Semiarid Soils,"Integrated crop-livestock (ICL) systems that utilize perennial or high-residue no-till annual forages may build soil organic matter and, thus, enhance aggregate stability, water retention, nutrient cycling, and C storage. We examined long-term effects of ICL management on soil organic C (SOC) pools compared with continuous cotton [CTN; (Gossypium hirsutum L.)] at the system and individual vegetation levels, both using limited irrigation (65 and 77% replacement of evapotranspiration, respectively). Soil samples collected in 1997 (baseline) and 2010 were fractionated into four water stable aggregate-size classes: macroaggregate (>250 mu m), microaggregate (53-250 mu m), and silt + clay (<53 mu m), and three intra-aggregate size classes: particulate organic matter (>250 mu m), microaggregates (53-250 mu m), and silt + clay (<53 mu m). Reduced tillage and increased vegetation inputs under WW-B. Dahl Old World bluestem [Bothriochloa bladhii (Retz) S.T. Blake; bluestem], a component of the ICL, resulted in increased mean weight diameter (1.5 mm in bluestem vs. 0.40 mm in CTN) and higher proportions of macroaggregates (59%) than under CTN. A continued increase in SOC was measured in the ICL following 13 yr with 22% more SOC relative to CTN. The results from the detailed soil aggregate C fractionation revealed that an ICL under limited irrigation enhanced SOC stored in protected, recalcitrant aggregate pools (intra-aggregate microaggregate SOC of 8.2 and 5.4 mg g(-1) macroaggregate in the ICL and CTN, respectively). These benefits impart important ecosystem services such as potential C sequestration and reduced erosion potential, which are especially important in these semiarid soils.","Acosta-Martinez, Veronica; Allen, Vivien G.; Fultz, Lisa M.; Moore-Kucera, Jennifer; Zobeck, Ted M.",,77,2013,,,
198171,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Vermicompost from biodegraded distillation waste improves soil properties and essential oil yield of Pogostemon cablin (patchouli) Benth,"Pre-treatment of patchouli lignocellullosic distillation waste with a consortium of microbes viz. Trichoderma harzianum - ATCC PTA-3701, Pseudomonas monteilii - HQ995498, Bacillus megaterium - ATCC 14581 and Azotobacter chroococcum - MTCC 446 significantly enhanced the bio-degradation of cellulose, hemicelluloses and lignin by 58.44%, 29.44% and 65.23%, respectively and improved the yield of vermicompost by 15%. Application of bioinoculant-enriched vermicompost (BEVC) in patchouli reduced the percent disease index (PDI) of Rhizoctonia root-rot by 36.36% and improved the essential oil yields by 59.74%, 37.70% and 37.96 as compared to plots receiving untreated (not enriched) vermicompost (VC), bioinoculant-enriched compost (BEC) and chemical fertilizers (CF), respectively. Furthermore, BEVC application resulted in a marked improvement in physical (bulk density and water holding capacity) and chemical properties (pH, percent organic carbon, available N, P and K) of the soil. In conclusion, BEVC from distillation waste can be safely utilized as a bio-organic input unambiguously particularly in situations where the use of chemical fertilizers and pesticides is restricted like organic agriculture. (c) 2013 Elsevier B.V. All rights reserved.","Chauhan, U. K.; Kalra, Alok; Singh, Rakshapal; Singh, Rashmi; Singh, Shivesh P.; Soni, Sumit K.",,70,2013,,,
198172,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Dynamics of soil organic carbon fractions one year after the re-conversion of poplar and willow plantations to arable use and perennial grassland,"Due to the intensive soil tillage during the re-conversion of fast growing tree plantations back to agricultural use, high losses of accumulated soil organic matter are expected. A field trial was conducted at two former fast growing poplar plantations and one willow plantation in northern Germany to study the effects of different tillage depths and land use systems during such a re-conversion of the plantations on soil organic carbon (SOC) dynamics. Re-conversion was performed at tillage depths of 5, 15 and 30 cm and rye-grass and maize cropping, were established. Directly after re-conversion and again one year after re-conversion, bulk soil C, distribution of C within various soil fractions (microbial biomass, water-stable aggregates, free and occluded light fraction organic matter) and C amounts added with coarse harvest residues were determined at 0-30 cm soil depths. After re-conversion, the amount of C stored in the harvest residues was 17-39 t C ha(-1). One year after re-conversion, it had declined distinctly but rarely significantly, due to the high spatial variability of the harvest residues in the field. Nevertheless, C of the bulk soil did not change, but a decrease of microbial biomass C, macroaggregate (250-2000 mu m) C and free light fraction organic matter indicate a loss of important fractions of soil organic C. More C was found in macroaggregates under rye-grass than under maize one year after re-conversion in loamy soils. Overall, one year after re-conversion yet no clear effects of tillage depth or land-use on SOC dynamics could be detected. (C) 2013 Elsevier B.V. All rights reserved.","Joergensen, Rainer Georg; Stuelpnagel, Reinhold; Toenshoff, Charlotte; Wachendorf, Christine",,174,2013,,,
198173,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,SOIL PHYSICAL AND CHEMICAL PROPERTIES UNDER DIFFERENT USES OF MARSHLAND,"The substitution of the native vegetation of marshlands in Paraiba, initially by sugarcane and more recently by pastures, in a strongly undulated relief, has caused serious problems of soil degradation. Currently, some of these pastures are being replaced by plantations of sabia (Mimosa caesalpiniaefolia Benth). The objective was to analyze the effect of these changes on the soil physical and chemical properties and root development. The experiment was conducted in Areia-PB, in a dystrophic Ultisol. The three treatments were represented by three land uses: secondary native forest, sabia plantation, and brachiaria pasture grass (Brachiaria decumbens). Soil samples were collected from three slope positions: top, middle, and bottom. For physical properties and root studies, in each position soil was collected at three different points and in four depths (0.0-2.5, 2.5-5.0, 5.0-10.0, and 10.0-20.0 cm). Composite samples were made to assess the chemical properties and clay content. The experiment was conducted in a completely randomized design with repeated measures in space. The results showed better aggregation, density, and porosity in the area of native secondary forest. The replacement of pasture by sabia lead to a decrease in the aggregation but did not affect bulk density or soil's total porosity. Nutrient levels were higher in the sabia area, although statistically different just for K and saturation of exchangeable bases. Changes in land use invariably degrade soil physical and chemical properties, but when a less aggressive system is introduced, changes are hardly detectable in the short term.","Borchartt, Lucas; Ferreira, Leonardo Elias; Pereira, Walter Esfrain; Silva, Antonio Sousa; Souza, Mayara Andrade; da Silva, Ivandro de Franca",,37,2013,,,
198175,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Effects of field managements for soil organic matter stabilization on water-stable aggregate distribution and aggregate stability in three agricultural soils,"The effect of different soil organic matter (SOM) managements on soil aggregate stability was evaluated in three agricultural sites in Italy. The field plots were treated with traditional deep tillage, minimum tillage, green manuring, mature compost, and iron-porphyrin as a biomimetic catalyst. Although the original soil texture exerted a strong influence on the overall soil physical quality, after 3 years of field experiments, the soil additions with humified compost, under maize cropping, improved both, the yield of water stable macroaggregates and the soil aggregate stability, with a pronounced effect on the aggregate distribution of the coarse textured soil. Soil treatments with the biomimetic catalyst, under wheat cropping, promoted an initial stable incorporation of finer particle-sizes in water-stable macro-aggregates. This effect was progressively lost with increasing experimental time due to either loss or inactivation of the catalyst. Innovative management practices for SOM stabilization based on soil amendment of either humified mature compost or a water-soluble catalyst to promote in-situ photopolymerization of humic molecules, were found to improve distribution and stability of soil water stable aggregates, as compared to the conventional methods of SOM management. (c) 2012 Elsevier B.V. All rights reserved.","Piccolo, Alessandro; Spaccini, Riccardo",,129,2013,,,
198179,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,"Runoff and soil erosion as affected by plastic mulch patterns in vegetable field at Dianchi lake's catchment, China","Plastic mulching is an important agricultural practices used to improve crop productivity. Field experiments were conducted to determine the effect of plastic mulch patterns and crop rotations on runoff, erosion and soil physical properties in 2010 and 2011 growing seasons. The experiment was a randomized complete factorial design with two plastic mulch treatments (narrow vs. wide plastic mulch) and two rotation treatments (broccoli-zucchini-winter wheat vs. broccoli-zucchini-fallow). The wide-plastic-mulch treatment significantly (P < 0.05) reduced runoff and soil loss compared to the narrow-plastic-mulch treatment, due to the better developed micro-basins found on the raised beds that enhanced infiltration in wide-plastic-mulch systems. Our results also indicated that inclusion of a winter wheat crop in the vegetable rotation did not alter the extent of runoff and soil loss from the vegetable field. Furthermore, we found that plastic mulch substantially accelerated runoff generation and soil erosion in vegetable seedling stages. There were significant correlations between soil loss and runoff volume (P < 0.01) and rainfall intensity (P < 0.01). The losses of total C, N and P were closely associated with that of the soil loss, and 82% of TC, 57% of TN and 75% of TP is entrained with sediment. After growing season, furrows without plastic mulch displayed lower total porosity and macroporosity (>60 mu m) that impeded infiltration in surface soil (0-5 cm). Higher water stability of soil macro-aggregates >2 mm were observed in plastic mulch ridges relative to the furrows after rain season. The results obtained in this study have practical implications for soil and water conservation in vegetable culture. (c) 2013 Elsevier B.V. All rights reserved.","Hu, Xuebai; Zhang, Guosheng; Zhang, Xiaoxi",,122,2013,,,
198180,not_duplicate,included,not_screened,not_started,database,WoS,http://apps.webofknowledge.com.proxy.library.ucsb.edu:2048/WOS_GeneralSearch_input.do?product=WOS&search_mode=GeneralSearch&SID=3BARtqOKzy9AEr8flMJ&preferencesSaved=,Short-term responses of selected soil properties to clearing and cropping of miombo woodlands in central Zimbabwe,"Clearing and cultivation of indigenous woodlands for agriculture may be among the most important mechanisms of physical, chemical and biological land degradation in Zimbabwe, and southern Africa in general. The objective of the study was to determine the effects of clearing miombo woodland and converting the land to maize (Zea mays L.) cropping on selected soil properties on clay (Chromic luvisol) and loamy sand (Ferric acrisol) soils in central Zimbabwe. Soil samples were collected from undisturbed, cleared and cultivated woodlands after four cropping seasons and analyzed for soil organic C, total N and P. exchangeable bases, cation exchange capacity, infiltration rate, aggregate stability and microbial biomass C and N at 0-5, 6-10 and 11-20 cm depths. Results showed that clearing and conversion of miombo woodlands to croplands reduced soil nutrients, cation exchange capacity (range: 9.6-21.0 cmol(c) kg(-1) in clay; 7.0-15.5 cmol(c) kg(-1) in loamy sand), and microbial C (range: 0.06-0.54% in clay; 0.02-0.37% in loamy sand). The extent and nature of change was variable, depending on the soil type and depth. Clearing of trees and leaving soil surface covered with grass did not always translate to a significant decline in soil organic C after four seasons (range: 0.69-2.24% in clay; 0.24-1.43% in loamy sand), unless the clearing was followed by successive cultivation and cropping without N fertilization. The reduced soil quality under cultivation was attributed to a potential pulse in decomposition and mineralization processes caused by soil disturbance, followed by leaching of released nutrients to lower horizons. This could be aided by nutrient removal in crop parts during harvest, without adequate soil nutrient replenishment. Under the woodland ecosystem, litter-fall may help to maintain steady-state infiltration rate (range: 45-126 cm h(-1) in clay; 32-97 cm h(-1) in loamy sand) by protecting the soil surface from damage and ensuring the formation of stable aggregates which preserve pore continuity. It was recommended that when miombo woodlands are to be cleared, management decisions that reduce tillage intensity and maximize residue retention should be put into practice; otherwise the clearing is strongly discouraged. (C) 2013 Elsevier B.V. All rights reserved.","Mapanda, F.; Munotengwa, S.; Nyamangara, J.; Nyamugafata, P.; Wuta, M.",,129,2013,,,
